"year","ubigeo","caseid","conglome","estrato","codperso","facpob07","sex","age","civil_status","poverty","linpe","linea","caseid2","visit_preg","p4041","p4042","p4043","p4044","p4045","p4046","p4047","p4191","p4192","p4193","p4194","p4195","p4196","p4197","p4198","factor07","language","education_level","who_assisted_you","health_insurance"
"2015","090117","06  000968  049  11  090117","000968","rural","01",162.21,"woman",46,"no married/living_together","poor",145.335739135742,231.167556762695,"01  01","no",NA,NA,NA,NA,NA,NA,NA,2,2,2,2,1,2,2,2,162.21,NA,"less than secondary",NA,"yes"
"2015","101001","06  001085  053  11  101001","001085","rural","01",216.98,"man",58,"married/living_together","poor",145.335739135742,235.978424072266,"01  01","no",NA,NA,NA,NA,NA,NA,NA,2,2,2,2,1,2,2,2,216.98,NA,NA,NA,"yes"
"2015","110101","06  001111  042  11  110101","001111","urban","01",276.23,"man",65,"married/living_together","no poor",156.370590209961,322.045776367188,"01  01","no",NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2,2,276.23,NA,NA,NA,NA
"2015","110201","06  001175  007  11  110201","001175","urban","01",228.69,"woman",75,"married/living_together","no poor",156.370590209961,322.045776367188,"01  01","no",NA,NA,NA,NA,NA,NA,NA,2,2,2,2,1,2,2,2,228.69,"spanish","less than secondary",NA,"yes"
"2015","110205","06  001228  001  11  110205","001228","rural","01",83.05,"man",57,"married/living_together","no poor",138.997756958008,258.584411621094,"01  01","no",1,0,0,0,0,0,0,2,2,2,2,2,2,2,2,83.05,"spanish",NA,"doctor/nurse/obstetrician",NA
"2015","120114","06  001249  017  11  120114","001249","urban","01",188.35,"man",60,"married/living_together","no poor",153.936996459961,275.936279296875,"01  01","no",1,0,0,0,0,0,0,2,2,2,1,2,2,2,2,188.35,"spanish",NA,"doctor/nurse/obstetrician","yes"
"2015","120701","06  001299  006  11  120701","001299","urban","01",267.23,"man",87,"married/living_together","no poor",153.936996459961,275.936279296875,"01  01","no",NA,NA,NA,NA,NA,NA,NA,1,2,2,2,2,2,2,2,267.23,NA,"less than secondary",NA,"yes"
"2015","130614","06  001503  034  11  130614","001503","rural","01",298.11,"man",42,NA,"poor",145.335739135742,233.295776367188,"01  01","no",NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2,2,298.11,"spanish","less than secondary",NA,NA
"2015","140201","06  001595  028  11  140201","001595","urban","01",229.01,"woman",68,"no married/living_together","no poor",156.370590209961,313.46923828125,"01  01","no",1,0,0,0,0,0,0,2,2,2,2,1,2,2,2,229.01,"spanish",NA,"doctor/nurse/obstetrician","yes"
"2015","150136","06  002060  009  11  150136","002060","urban","01",812.32,"man",54,"married/living_together","no poor",203.860992431641,399.429595947266,"01  01","no",NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2,2,812.32,"spanish",NA,NA,NA
"2015","160101","06  002221  017  11  160101","002221","urban","01",248.15,"man",58,"no married/living_together","no poor",167.636779785156,289.853973388672,"01  01","no",NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2,2,248.15,"spanish",NA,NA,NA
"2015","190208","06  002617  007  11  190208","002617","rural","01",100.39,"man",57,"married/living_together","no poor",145.335739135742,233.676818847656,"01  02","no",NA,NA,NA,NA,NA,NA,NA,2,2,2,2,1,2,2,2,100.39,"spanish",NA,NA,"yes"
"2015","190301","06  002638  003  11  190301","002638","rural","01",176.34,"man",62,"no married/living_together","no poor",167.636779785156,298.704406738281,"01  01","no",NA,NA,NA,NA,NA,NA,NA,2,2,2,2,1,2,2,2,176.34,"spanish","less than secondary",NA,"yes"
"2015","210204","06  002888  027  11  210204","002888","rural","01",321.55,"man",54,"married/living_together","no poor",145.335739135742,237.438674926758,"01  01","no",NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2,2,321.55,NA,"less than secondary",NA,NA
"2015","210106","06  002912  035  11  210106","002912","rural","01",321.55,"woman",38,"no married/living_together","poor",145.335739135742,237.438674926758,"01  01","no",1,0,0,0,0,0,0,2,2,2,2,1,2,2,2,321.55,NA,NA,"doctor/nurse/obstetrician","yes"
"2015","220910","06  002964  013  11  220910","002964","urban","01",112.52,"man",48,"married/living_together","no poor",167.636779785156,291.038177490234,"01  01","no",NA,NA,NA,NA,NA,NA,NA,1,2,2,2,2,2,2,2,112.52,"spanish",NA,NA,"yes"
"2015","220909","06  002969  001  11  220909","002969","urban","01",112.52,"man",71,"married/living_together","no poor",167.636779785156,291.038177490234,"01  02","no",NA,NA,NA,NA,NA,NA,NA,2,2,2,2,1,2,2,2,112.52,"spanish",NA,NA,"yes"
"2015","250102","06  003385  023  11  250102","003385","rural","01",118.12,"woman",48,"no married/living_together","no poor",136.040298461914,227.791687011719,"01  01","no",NA,NA,NA,NA,NA,NA,NA,2,2,2,2,1,2,2,2,118.12,NA,"less than secondary",NA,"yes"
"2015","250201","06  003397  026  11  250201","003397","rural","01",118.12,"man",66,NA,"no poor",136.040298461914,227.791687011719,"01  01","no",NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2,2,118.12,"spanish","less than secondary",NA,NA
"2015","100207","06  003618  187  11  100207","003618","rural","01",203.22,"man",46,NA,"poor",145.335739135742,235.978424072266,"01  02","no",NA,NA,NA,NA,NA,NA,NA,2,2,2,2,1,2,2,2,203.22,NA,"less than secondary",NA,"yes"
"2015","120113","06  003690  027  11  120113","003690","rural","01",222.92,"woman",43,"no married/living_together","no poor",145.335739135742,232.535095214844,"01  01","no",NA,NA,NA,NA,NA,NA,NA,2,2,2,2,1,2,2,2,222.92,"spanish","less than secondary",NA,"yes"
"2015","150114","06  003786  001  11  150114","003786","urban","01",812.32,"man",59,"married/living_together","no poor",203.860992431641,399.429595947266,"01  07","no",1,0,0,0,0,0,0,2,2,2,2,2,2,2,2,812.32,"spanish","less than secondary","doctor/nurse/obstetrician",NA
"2015","250107","06  004002  013  11  250107","004002","urban","01",164.55,"man",41,NA,"no poor",167.636779785156,299.055145263672,"01  01","no",NA,NA,NA,NA,NA,NA,NA,1,2,2,2,2,2,2,2,164.55,"spanish","less than secondary",NA,"yes"
"2015","151002","06  004044  001  11  151002","004044","rural","01",210.05,"man",50,NA,"no poor",145.335739135742,233.375305175781,"01  01","no",NA,NA,NA,NA,NA,NA,NA,2,2,2,2,1,2,2,2,210.05,"spanish",NA,NA,"yes"
"2015","060416","06  004045  001  11  060416","004045","rural","01",384.28,"man",74,"married/living_together","poor",145.335739135742,231.377105712891,"01  01","no",NA,NA,NA,NA,NA,NA,NA,2,2,2,2,1,2,2,2,384.28,"spanish","less than secondary",NA,"yes"
"2015","010601","06  005066  005  11  010601","005066","rural","01",73.97,"man",47,"married/living_together","no poor",167.636779785156,293.982025146484,"01  01","no",NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2,2,73.97,"spanish","less than secondary",NA,NA
"2016","010302","06  005129  037  11  010302","005129","rural","01",64.4375594901095,"man",45,"married/living_together","poor",153.329116821289,240.251220703125,"01  01","no",NA,NA,NA,NA,NA,NA,NA,2,2,2,2,1,2,2,2,64.4375594901095,"spanish",NA,NA,"yes"
"2016","010117","06  005148  002  11  010117","005148","rural","01",64.4375594901095,"man",56,"married/living_together","no poor",153.329116821289,240.251220703125,"01  01","no",1,0,0,0,1,0,0,2,2,2,2,1,2,2,2,64.4375594901095,"spanish","less than secondary","doctor/nurse/obstetrician","yes"
"2015","021511","06  005236  016  11  021511","005236","rural","01",187.25,"man",53,"married/living_together","poor",145.335739135742,233.816345214844,"01  01","no",NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2,2,187.25,"spanish","less than secondary",NA,NA
"2015","020106","06  005305  018  11  020106","005305","rural","01",198.15,"man",52,"married/living_together","no poor",145.335739135742,233.816345214844,"01  02","no",NA,NA,NA,NA,NA,NA,NA,2,2,2,2,1,2,2,2,198.15,NA,"less than secondary",NA,"yes"
"2015","020103","06  005312  025  11  020103","005312","rural","01",199.74,"man",54,NA,"no poor",145.335739135742,233.816345214844,"01  01","no",0,1,0,0,0,0,0,2,2,2,2,1,2,2,2,199.74,NA,"less than secondary","other","yes"
"2015","030603","06  005395  057  11  030603","005395","rural","01",111.2,"man",34,NA,"poor",145.335739135742,232.682327270508,"01  01","no",NA,NA,NA,NA,NA,NA,NA,2,2,2,2,1,2,2,2,111.2,NA,"less than secondary",NA,"yes"
"2015","030102","06  005439  012  11  030102","005439","rural","01",111.2,"man",68,"married/living_together","no poor",145.335739135742,232.682327270508,"01  01","no",NA,NA,NA,NA,NA,NA,NA,2,2,2,2,1,2,2,2,111.2,"spanish","less than secondary",NA,"yes"
"2015","030306","06  005452  003  11  030306","005452","rural","01",113.92,"man",75,"no married/living_together","no poor",145.335739135742,232.682327270508,"01  01","no",1,0,0,0,0,0,0,2,2,2,2,1,2,2,2,113.92,NA,"less than secondary","doctor/nurse/obstetrician","yes"
"2015","040122","06  005566  005  11  040122","005566","urban","01",534.72,"man",43,NA,"no poor",153.936996459961,280.807952880859,"01  01","no",NA,NA,NA,NA,NA,NA,NA,1,2,1,2,2,2,2,2,NA,NA,NA,NA,"yes"
"2015","040123","06  005580  001  11  040123","005580","urban","01",329.99,"man",71,"married/living_together","no poor",153.936996459961,280.807952880859,"01  01","no",NA,NA,NA,NA,NA,NA,NA,1,2,2,2,2,2,2,2,329.99,"spanish",NA,NA,"yes"
"2015","040303","06  005584  001  11  040303","005584","rural","01",204.07,"man",67,"married/living_together","no poor",156.370590209961,315.145751953125,"01  01","no",NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2,2,204.07,"spanish","less than secondary",NA,NA
"2015","040307","06  005646  041  11  040307","005646","rural","01",115.12,"woman",40,NA,"no poor",138.997756958008,253.603851318359,"01  01","no",1,0,0,0,0,0,0,2,2,2,2,2,2,2,2,115.12,"spanish","less than secondary","doctor/nurse/obstetrician",NA
"2015","040408","06  005659  017  11  040408","005659","rural","01",125.92,"man",55,NA,"no poor",145.335739135742,236.017135620117,"01  01","no",NA,NA,NA,NA,NA,NA,NA,2,2,2,2,1,2,2,2,125.92,"spanish","less than secondary",NA,"yes"
"2015","050701","06  005759  052  11  050701","005759","rural","01",352.86,"woman",79,"no married/living_together","poor",153.936996459961,278.525482177734,"01  01","no",NA,NA,NA,NA,NA,NA,NA,2,2,2,2,1,2,2,2,352.86,NA,"less than secondary",NA,"yes"
"2015","050505","06  005784  007  11  050505","005784","rural","01",148.64,"man",63,"married/living_together","no poor",145.335739135742,234.3857421875,"01  01","no",NA,NA,NA,NA,NA,NA,NA,2,2,2,2,1,2,2,2,148.64,NA,"less than secondary",NA,"yes"
"2015","050106","06  005797  001  11  050106","005797","rural","01",136.38,"woman",43,"no married/living_together","no poor",145.335739135742,234.3857421875,"01  01","no",NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2,2,136.38,NA,NA,NA,NA
"2015","050605","06  005836  004  11  050605","005836","rural","01",136.38,"man",60,"married/living_together","no poor",145.335739135742,234.3857421875,"01  01","no",NA,NA,NA,NA,NA,NA,NA,2,2,2,2,1,2,2,2,136.38,NA,NA,NA,"yes"
"2015","060614","06  005888  004  11  060614","005888","rural","01",491.9,"man",51,NA,"no poor",153.936996459961,274.316162109375,"01  01","no",NA,NA,NA,NA,NA,NA,NA,1,2,2,2,2,2,2,2,491.9,"spanish",NA,NA,"yes"
"2015","060312","06  005960  014  11  060312","005960","rural","01",302.64,"man",52,NA,"poor",145.335739135742,231.377105712891,"01  01","no",1,0,0,0,0,0,0,2,2,2,2,1,2,2,2,302.64,"spanish","less than secondary","doctor/nurse/obstetrician","yes"
"2015","061202","06  005990  001  11  061202","005990","rural","01",297.39,"man",84,"no married/living_together","no poor",145.335739135742,231.377105712891,"01  01","no",NA,NA,NA,NA,NA,NA,NA,1,2,2,2,2,2,2,2,297.39,"spanish","less than secondary",NA,"yes"
"2015","060103","06  006002  040  11  060103","006002","rural","01",325.92,"man",78,"married/living_together","poor",145.335739135742,231.377105712891,"01  01","no",NA,NA,NA,NA,NA,NA,NA,2,2,2,2,1,2,2,2,325.92,"spanish","less than secondary",NA,"yes"
"2015","061001","06  006015  001  11  061001","006015","rural","01",297.39,"man",21,NA,"poor",145.335739135742,231.377105712891,"01  01","no",NA,NA,NA,NA,NA,NA,NA,2,2,2,2,1,2,2,2,297.39,"spanish","less than secondary",NA,"yes"
"2015","080104","06  006186  001  11  080104","006186","urban","01",189.88,"woman",47,"no married/living_together","no poor",153.936996459961,281.594360351562,"01  01","no",NA,NA,NA,NA,NA,NA,NA,1,2,2,2,2,2,2,2,189.88,"spanish",NA,NA,"yes"
"2015","080902","06  006228  048  11  080902","006228","rural","01",326.98,"woman",45,"no married/living_together","no poor",167.636779785156,303.010559082031,"01  01","no",0,0,0,0,0,0,1,2,2,2,2,1,2,2,2,326.98,"spanish",NA,"other","yes"
"2015","081303","06  006293  011  11  081303","006293","rural","01",214.99,"man",30,NA,"poor",145.335739135742,236.579223632812,"01  01","no",NA,NA,NA,NA,NA,NA,NA,2,2,2,2,1,2,2,2,214.99,NA,NA,NA,"yes"
"2015","080306","06  006296  005  11  080306","006296","rural","01",227.86,"man",43,"married/living_together","no poor",145.335739135742,236.579223632812,"01  01","no",NA,NA,NA,NA,NA,NA,NA,2,2,2,2,1,2,2,2,227.86,NA,NA,NA,"yes"
"2015","081106","06  006308  006  11  081106","006308","rural","01",321.03,"man",72,"no married/living_together","no poor",136.040298461914,230.553192138672,"01  01","no",1,0,0,0,0,0,0,2,2,2,2,1,2,2,2,321.03,NA,"less than secondary","doctor/nurse/obstetrician","yes"
"2015","090201","06  006386  002  11  090201","006386","rural","01",203.11,"man",47,NA,"no poor",153.936996459961,274.022979736328,"01  01","no",1,0,0,0,0,0,0,1,2,2,2,2,2,2,2,203.11,"spanish",NA,"doctor/nurse/obstetrician","yes"
"2015","090505","06  006426  009  11  090505","006426","rural","01",129.24,"man",82,"married/living_together","no poor",145.335739135742,231.167556762695,"01  01","no",1,0,0,0,0,0,0,2,2,2,2,1,2,2,2,129.24,NA,"less than secondary","doctor/nurse/obstetrician","yes"
"2015","090308","06  006479  018  11  090308","006479","rural","01",131.85,"man",34,"married/living_together","poor",145.335739135742,231.167556762695,"01  01","no",NA,NA,NA,NA,NA,NA,NA,2,2,2,2,1,2,2,2,131.85,NA,"less than secondary",NA,"yes"
"2016","100311","06  006605  010  11  100311","006605","rural","01",173.194826036055,"man",66,NA,"poor",153.329116821289,246.226165771484,"01  01","no",NA,NA,NA,NA,NA,NA,NA,2,2,2,2,1,2,2,2,173.194826036055,NA,"less than secondary",NA,"yes"
"2016","100322","06  006609  002  11  100322","006609","rural","01",173.194826036055,"woman",62,"no married/living_together","no poor",153.329116821289,246.226165771484,"01  01","no",NA,NA,NA,NA,NA,NA,NA,2,2,2,2,1,2,2,2,173.194826036055,NA,"less than secondary",NA,"yes"
"2015","101105","06  006616  014  11  101105","006616","rural","01",173.1,"woman",34,"no married/living_together","no poor",145.335739135742,235.978424072266,"01  01","no",NA,NA,NA,NA,NA,NA,NA,2,2,2,2,1,2,2,2,173.1,"spanish","less than secondary",NA,"yes"
"2015","110207","06  006738  018  11  110207","006738","urban","01",251.13,"man",29,NA,"no poor",156.370590209961,322.045776367188,"01  02","no",NA,NA,NA,NA,NA,NA,NA,1,2,2,2,2,2,2,2,251.13,"spanish",NA,NA,"yes"
"2015","110104","06  006869  025  11  110104","006869","rural","01",66.57,"man",72,NA,"no poor",138.997756958008,258.584411621094,"01  01","no",NA,NA,NA,NA,NA,NA,NA,1,2,2,2,2,2,2,2,66.57,"spanish","less than secondary",NA,"yes"
"2015","120708","06  006949  001  11  120708","006949","rural","01",543.94,"woman",45,"no married/living_together","no poor",153.936996459961,275.936279296875,"01  01","no",NA,NA,NA,NA,NA,NA,NA,2,2,2,2,1,2,2,2,543.94,"spanish","less than secondary",NA,"yes"
"2015","120705","06  006951  008  11  120705","006951","rural","01",481.7,"woman",66,"no married/living_together","poor",153.936996459961,275.936279296875,"01  01","no",0,0,0,1,0,0,0,2,2,2,2,1,2,2,2,481.7,"spanish","less than secondary","doctor/nurse/obstetrician","yes"
"2015","120407","06  006971  007  11  120407","006971","rural","01",518.76,"woman",55,"no married/living_together","no poor",153.936996459961,275.936279296875,"01  01","no",NA,NA,NA,NA,NA,NA,NA,1,2,2,2,2,2,2,2,518.76,"spanish",NA,NA,"yes"
"2015","120406","06  007024  001  11  120406","007024","rural","01",170.36,"man",35,NA,"no poor",145.335739135742,232.535095214844,"01  01","no",NA,NA,NA,NA,NA,NA,NA,2,2,2,2,1,2,2,2,170.36,"spanish","less than secondary",NA,"yes"
"2015","120112","06  007058  001  11  120112","007058","rural","01",176.78,"man",52,NA,"no poor",145.335739135742,232.535095214844,"01  01","no",0,0,0,1,0,0,0,2,2,2,2,1,2,2,2,176.78,"spanish","less than secondary","doctor/nurse/obstetrician","yes"
"2015","120105","06  007059  043  11  120105","007059","rural","01",176.5,"man",75,"no married/living_together","no poor",145.335739135742,232.535095214844,"01  01","no",1,0,0,0,0,0,0,2,2,2,2,2,2,2,2,176.5,NA,"less than secondary","doctor/nurse/obstetrician",NA
"2015","131101","06  007214  003  11  131101","007214","rural","01",1017.23,"man",63,NA,"no poor",153.936996459961,277.000549316406,"01  01","no",NA,NA,NA,NA,NA,NA,NA,2,2,2,2,1,2,2,2,NA,NA,NA,NA,"yes"
"2015","130808","06  007223  047  11  130808","007223","rural","01",467.86,"man",60,"no married/living_together","no poor",153.936996459961,277.000549316406,"01  01","no",NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2,2,467.86,"spanish","less than secondary",NA,NA
"2015","130703","06  007238  005  11  130703","007238","rural","01",326.84,"man",54,"married/living_together","no poor",138.997756958008,250.164520263672,"01  01","no",1,0,0,0,0,0,0,2,2,2,2,1,2,2,2,326.84,"spanish",NA,"doctor/nurse/obstetrician","yes"
"2015","130812","06  007273  003  11  130812","007273","rural","01",235.23,"man",77,"no married/living_together","no poor",145.335739135742,233.295776367188,"01  01","no",1,0,0,0,0,0,0,2,2,2,2,1,2,2,2,235.23,"spanish","less than secondary","doctor/nurse/obstetrician","yes"
"2015","130501","06  007282  010  11  130501","007282","rural","01",223.66,"man",30,NA,"no poor",145.335739135742,233.295776367188,"01  01","no",NA,NA,NA,NA,NA,NA,NA,2,2,2,2,1,2,2,2,223.66,"spanish","less than secondary",NA,"yes"
"2015","140303","06  007378  013  11  140303","007378","rural","01",336.15,"man",65,"no married/living_together","no poor",156.370590209961,313.46923828125,"01  01","no",NA,NA,NA,NA,NA,NA,NA,2,2,2,2,1,2,2,2,336.15,"spanish",NA,NA,"yes"
"2015","140107","06  007414  010  11  140107","007414","rural","01",359.82,"man",40,NA,"poor",156.370590209961,313.46923828125,"01  01","no",NA,NA,NA,NA,NA,NA,NA,2,2,2,2,1,2,2,2,359.82,"spanish",NA,NA,"yes"
"2015","140117","06  007426  006  11  140117","007426","rural","01",297.61,"man",40,"married/living_together","no poor",156.370590209961,313.46923828125,"01  02","no",NA,NA,NA,NA,NA,NA,NA,1,2,2,2,2,2,2,2,297.61,"spanish",NA,NA,"yes"
"2015","150203","06  007984  006  11  150203","007984","urban","01",168.27,"woman",56,"married/living_together","no poor",156.370590209961,310.520111083984,"01  01","no",NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2,2,168.27,"spanish",NA,NA,NA
"2015","150407","06  008145  003  11  150407","008145","rural","01",101.54,"man",81,"no married/living_together","no poor",145.335739135742,233.375305175781,"01  01","no",1,0,0,0,0,0,0,2,2,2,2,1,2,2,2,101.54,"spanish","less than secondary","doctor/nurse/obstetrician","yes"
"2015","160303","06  008314  027  11  160303","008314","rural","01",164.59,"man",54,"no married/living_together","no poor",136.040298461914,221.367782592773,"01  01","no",NA,NA,NA,NA,NA,NA,NA,2,2,2,2,1,2,2,2,164.59,"spanish","less than secondary",NA,"yes"
"2016","160210","06  008358  077  11  160210","008358","rural","01",136.407726306611,"man",64,"no married/living_together","no poor",141.732818603516,229.810211181641,"01  01","no",NA,NA,NA,NA,NA,NA,NA,2,2,2,2,1,2,2,2,136.407726306611,"spanish","less than secondary",NA,"yes"
"2016","190111","06  008663  007  11  190111","008663","urban","01",118.849666796962,"man",53,"married/living_together","no poor",160.777938842773,286.79931640625,"01  01","no",1,0,0,0,0,0,0,1,2,2,2,2,2,2,2,118.849666796962,"spanish",NA,"doctor/nurse/obstetrician","yes"
"2015","190306","06  008690  010  11  190306","008690","rural","01",148.26,"man",52,"married/living_together","no poor",167.636779785156,298.704406738281,"01  01","no",NA,NA,NA,NA,NA,NA,NA,1,2,2,2,2,2,2,2,148.26,"spanish",NA,NA,"yes"
"2015","200115","06  008741  023  11  200115","008741","urban","01",317.95,"man",45,NA,"no poor",156.370590209961,315.131896972656,"01  01","no",NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2,2,317.95,"spanish","less than secondary",NA,NA
"2015","200203","06  008959  005  11  200203","008959","rural","01",223.84,"man",80,"married/living_together","poor",138.997756958008,253.593872070312,"01  01","no",NA,NA,NA,NA,NA,NA,NA,2,2,2,2,1,2,2,2,223.84,"spanish","less than secondary",NA,"yes"
"2015","210801","06  009000  006  11  210801","009000","rural","01",872.44,"man",64,NA,"no poor",153.936996459961,282.796813964844,"01  01","no",NA,NA,NA,NA,NA,NA,NA,2,2,2,2,1,2,2,2,872.44,NA,"less than secondary",NA,"yes"
"2015","210401","06  009032  043  11  210401","009032","rural","01",1127.67,"man",33,NA,"no poor",153.936996459961,282.796813964844,"01  02","no",NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2,2,1127.67,NA,NA,NA,NA
"2016","210607","06  009075  041  11  210607","009075","rural","01",253.249480541564,"man",93,"no married/living_together","no poor",153.329116821289,249.263336181641,"01  01","no",NA,NA,NA,NA,NA,NA,NA,2,2,2,2,1,2,2,2,253.249480541564,NA,"less than secondary",NA,"yes"
"2015","220503","06  009199  013  11  220503","009199","rural","01",171.96,"man",29,NA,"no poor",136.040298461914,222.194549560547,"01  01","no",NA,NA,NA,NA,NA,NA,NA,2,2,2,2,1,2,2,2,171.96,"spanish","less than secondary",NA,"yes"
"2015","220304","06  009212  012  11  220304","009212","rural","01",168.67,"man",51,"married/living_together","no poor",136.040298461914,222.194549560547,"01  01","no",NA,NA,NA,NA,NA,NA,NA,2,2,2,2,1,2,2,2,168.67,"spanish","less than secondary",NA,"yes"
"2016","220404","06  009215  045  11  220404","009215","rural","01",159.936665203529,"man",64,"married/living_together","no poor",141.732818603516,229.901092529297,"01  01","no",NA,NA,NA,NA,NA,NA,NA,2,2,2,2,1,2,2,2,159.936665203529,"spanish","less than secondary",NA,"yes"
"2015","220707","06  009280  033  11  220707","009280","rural","01",426.65,"woman",48,"no married/living_together","poor",167.636779785156,291.038177490234,"01  01","no",NA,NA,NA,NA,NA,NA,NA,2,2,2,2,1,2,2,2,426.65,"spanish","less than secondary",NA,"yes"
"2015","220702","06  009303  001  11  220702","009303","rural","01",171.96,"man",68,"married/living_together","no poor",136.040298461914,222.194549560547,"01  01","no",NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2,2,171.96,"spanish",NA,NA,NA
"2015","240301","06  009554  005  11  240301","009554","rural","01",100.34,"man",31,NA,"poor",156.370590209961,310.997924804688,"01  01","no",NA,NA,NA,NA,NA,NA,NA,2,2,2,2,1,2,2,2,100.34,"spanish",NA,NA,"yes"
"2015","250303","06  009738  002  11  250303","009738","rural","01",122.98,"man",44,NA,"no poor",167.636779785156,299.055145263672,"01  01","no",1,0,0,0,0,0,0,2,2,2,2,2,2,2,2,122.98,"spanish","less than secondary","doctor/nurse/obstetrician",NA
"2015","130608","06  009808  001  11  130608","009808","rural","01",234.06,"man",50,NA,"poor",145.335739135742,233.295776367188,"01  01","no",NA,NA,NA,NA,NA,NA,NA,2,2,2,2,1,2,2,2,234.06,"spanish","less than secondary",NA,"yes"
"2015","020112","06  009898  009  11  020112","009898","rural","01",189.89,"man",55,"no married/living_together","no poor",145.335739135742,233.816345214844,"01  01","no",NA,NA,NA,NA,NA,NA,NA,2,2,2,2,1,2,2,2,189.89,NA,"less than secondary",NA,"yes"
"2016","130905","06  010186  050  11  130905","010186","rural","01",226.609854485058,"man",44,"married/living_together","poor",153.329116821289,244.84001159668,"01  01","no",NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2,2,226.609854485058,"spanish","less than secondary",NA,NA
"2016","061301","06  010542  007  11  061301","010542","urban","01",464.152566007029,"man",76,"married/living_together","no poor",160.777938842773,283.268890380859,"01  01","no",NA,NA,NA,NA,NA,NA,NA,1,2,2,1,2,2,2,2,464.152566007029,"spanish",NA,NA,"yes"
"2018","020603","06  010959  009  11  020603","010959","rural","01",111.804672241211,"man",55,"married/living_together","no poor",157.0498046875,251.979690551758,"01  01","no",NA,NA,NA,NA,NA,NA,NA,2,2,2,2,1,2,2,2,111.804672241211,NA,"less than secondary",NA,"yes"
"2018","021014","06  010960  065  11  021014","010960","rural","01",111.804672241211,"man",31,"married/living_together","poor",157.0498046875,251.979690551758,"01  01","no",0,0,0,1,0,0,0,2,2,2,2,1,2,2,2,111.804672241211,NA,"less than secondary","doctor/nurse/obstetrician","yes"
"2018","021204","06  010961  100  11  021204","010961","rural","01",111.804672241211,"man",53,"no married/living_together","no poor",157.0498046875,251.979690551758,"01  01","no",NA,NA,NA,NA,NA,NA,NA,1,2,2,2,2,2,2,2,111.804672241211,"spanish",NA,NA,"yes"
"2018","022003","06  010962  033  11  022003","010962","rural","01",111.804672241211,"man",45,"married/living_together","no poor",157.0498046875,251.979690551758,"01  01","no",NA,NA,NA,NA,NA,NA,NA,2,2,2,2,1,2,2,2,111.804672241211,NA,"less than secondary",NA,"yes"
"2018","040114","06  010970  017  11  040114","010970","rural","01",37.5292358398438,"man",55,"married/living_together","no poor",157.0498046875,257.490966796875,"01  01","no",1,0,0,0,0,0,0,2,2,2,2,1,2,2,2,37.5292358398438,"spanish","less than secondary","doctor/nurse/obstetrician","yes"
"2018","040127","06  010972  007  11  040127","010972","rural","01",37.5292358398438,"man",51,"no married/living_together","no poor",157.0498046875,257.490966796875,"01  01","no",NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2,2,37.5292358398438,"spanish","less than secondary",NA,NA
"2018","040313","06  010974  019  11  040313","010974","rural","01",47.4812316894531,"man",46,"married/living_together","no poor",150.408874511719,277.349670410156,"01  01","no",NA,NA,NA,NA,NA,NA,NA,2,2,2,2,1,2,2,2,47.4812316894531,NA,"less than secondary",NA,"yes"
"2018","040414","06  010975  001  11  040414","010975","rural","01",37.5292358398438,"man",35,NA,"no poor",157.0498046875,257.490966796875,"01  01","no",NA,NA,NA,NA,NA,NA,NA,2,2,2,2,1,2,2,2,37.5292358398438,"spanish","less than secondary",NA,"yes"
"2018","040510","06  010976  002  11  040510","010976","rural","01",37.5292358398438,"man",62,NA,"no poor",157.0498046875,257.490966796875,"01  01","no",1,0,0,0,0,0,0,2,2,2,2,2,2,2,2,37.5292358398438,NA,"less than secondary","doctor/nurse/obstetrician",NA
"2018","040516","06  010977  037  11  040516","010977","rural","01",37.5292358398438,"man",52,"married/living_together","no poor",157.0498046875,257.490966796875,"01  01","no",NA,NA,NA,NA,NA,NA,NA,2,2,2,2,1,2,2,2,37.5292358398438,NA,NA,NA,"yes"
"2018","040517","06  010978  021  11  040517","010978","rural","01",37.5292358398438,"man",55,"no married/living_together","no poor",157.0498046875,257.490966796875,"01  01","no",NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2,2,37.5292358398438,NA,NA,NA,NA
